"Data Source","Показатели мирового развития",

"Last Updated Date","2019-09-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Российская Федерация","RUS","ВВП на душу населения, ППС (в текущих международных долларах)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8010.38189289038","7845.75729463895","6855.50269874725","6416.87020340404","5737.19387068734","5613.28295492244","5517.86212993559","5699.94969819124","5465.05976670673","5914.3414892284","6825.40603759493","7361.38379952194","8037.49948207895","9254.56029742868","10226.7847523037","11822.3709000989","14912.2452959989","16648.2446710673","20163.6116757271","19389.9421268072","20490.1294447295","24310.043965548","25784.5671588395","26240.2745047903","25751.5141372688","24061.0993654187","24072.2779258979","25766.9288144165","27147.3335822451",
"Российская Федерация","RUS","ВВП на душу населения (в текущих долларах США)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3777.2353728423","3428.76215270861","3485.11230559947","3485.05600012759","3095.6597791412","2929.46211857553","2663.3945990755","2665.78096295114","2643.93074851111","2737.57302340505","1834.86298596367","1330.76070681278","1771.59782952435","2100.35825266321","2377.53695684392","2975.13277835871","4102.37229354976","5323.47387656258","6920.194397836","9101.25670609495","11635.2742379959","8562.81369694433","10674.9972024225","14351.2120537731","15434.5747807082","16007.089993444","14100.7291028658","9313.78754166624","8745.37511648808","10750.5871197198","11288.8724435206",
"Российская Федерация","RUS","Рост ВВП (в % в год)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.99999564223592","-5.04693945131061","-14.5310737738444","-8.66854034138854","-12.5697559796453","-4.14352840571524","-3.75506943922042","1.39991580480373","-5.29996162537853","6.39991468992147","10.0000668155913","5.1000512252555","4.6999919088552","7.29995234441543","7.19994786995612","6.39996544796088","8.20006825497283","8.49997776839115","5.19996926505047","-7.79999391338745","4.49999999999997","4.30002918571843","3.70005705515455","1.80000014017688","0.699999429699687","-2.30773350532326","0.32928233248073","1.63019594439062","2.2548400528962",
"Российская Федерация","RUS","ВВП (в текущих долларах США)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","554713455149.502","506500173960.269","516814274021.956","517962962962.963","460290556900.726","435083713850.837","395077301248.464","395537185734.854","391724890744.498","404928954191.876","270955486862.442","195907128350.934","259710142196.943","306602070620.5","345470494417.863","430347770733.155","591016690742.937","764017107993.346","989930542278.684","1299705764824.48","1660846387626","1222644282200.48","1524917468442.6","2051661732059.47","2210256976944.74","2297128039058.16","2059984158384.6","1363594369511.4","1282723881083.71","1578624060588.26","1657553765580.67",
"Российская Федерация","RUS","Инфляция, дефлятор ВВП (в % в год)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9029112572744","128.629771683172","1490.41842486189","887.840736220875","307.298056894407","144.006867164353","46.0363776696506","15.0585036432435","18.5389673403435","72.3866054686084","37.6979282098814","16.4796193575247","15.6619063057768","13.6571368151882","20.2551495760872","19.2794321341242","15.120406629925","13.841239239605","18.0135183346795","1.97061260308993","14.1911095684693","24.8090325035564","9.03948235061598","5.39417357500041","7.34957015734501","7.58769171456134","3.17422437654436","5.35934131397869","10.2972091284009",
"Российская Федерация","RUS","Промышленность, добавленная стоимость (в % ВВП)","NV.IND.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.5968586387435","45.0035703197765","45.8648552020021","42.2502714360863","40.5255052183546","41.2152926729431","34.5391926383218","35.3467042522777","34.6892270441073","33.9440292391723","33.4962012517122","33.91897031752","31.8373541233321","29.0563928119662","28.6531349938639","31.7022224263928","32.6292320727984","31.7802605872443","31.2220408024416","30.7868816997615","29.3269390259863","29.9995882181331","29.258549350796","29.2562869848543","28.2052082903105","28.066297366559","29.887377747331","29.4616959067986","30.4717020884627","32.066107125981",
"Российская Федерация","RUS","Сельское хозяйство, добавленная стоимость (в % ВВП)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6020942408377","15.4610369450481","13.7718984626385","7.2633640189374","7.55720377820535","6.10956103151862","6.69223108273929","6.54937524189732","5.86976214443115","5.10339314799118","6.58064760911948","5.75171562849956","5.87572156767964","5.56571375282766","5.50294605200582","4.90444194788976","4.25591600591054","3.86131247121953","3.77890170628112","3.75334118813215","4.08444869720983","3.34389824902782","3.3857791364402","3.20011674487102","3.16054866362971","3.35987583253205","3.86879879439463","3.85075254319816","3.55079983878968","3.14664706134314",
"Российская Федерация","RUS","Импорт товаров и услуг (в % ВВП)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0122164048866","17.9447376591121","12.9853414372542","48.2546028406102","30.4938487551746","23.1953336062219","25.8938941161638","21.8495126891282","22.527079880846","24.5510478117966","26.1733129859875","24.0334657318409","24.2173650683869","24.432851668898","23.8782872312025","22.1639613425501","21.5101825250986","21.002926423212","21.5420622610389","22.0729057073058","20.4969598237948","21.1399447023205","19.9241768817446","20.2261070957739","20.4003902447295","20.6827897109061","20.6432920767645","20.5652079728668","20.7087088808965","20.769322518279",
"Российская Федерация","RUS","Валовое накопление капитала (в % ВВП)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2693243496163","33.8394415357766","30.1303942874884","36.2674293886307","34.6133613887428","27.0071715934931","25.5374539500614","25.4388784044713","23.6674001136852","21.9763894687502","14.9641222334913","14.8303000466388","18.6937601947688","21.9498173349418","20.0295461890033","20.8589584801947","20.9012750793613","20.0774969175064","21.1715918032689","24.1645140335948","25.5012197086677","18.9263757356157","22.6150505520136","24.4447229253422","24.5440829289918","23.1299043742323","22.6208486287454","22.3882973533458","23.5342524706398","24.0921555654585","22.7302219698247",
"Российская Федерация","RUS","Экспорт товаров и услуг (в % ВВП)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9022687609075","18.1620614715927","13.2713621737576","62.3224618621778","38.2045944842866","27.7583790421613","29.2890113495619","26.0729881302908","24.7298415292289","31.22120547318","43.2199685128244","44.0604413055146","36.8934935960337","35.2125940630626","35.2499817748679","34.4178910548453","35.2030659645854","33.7304754438513","30.1640604846984","31.3095603335459","27.9381012043276","29.2155607850275","27.976923098045","26.8834449592467","25.7929650488237","27.1013291787849","28.7072623228252","25.7371444411858","26.0520617365331","30.7411349729631",
